text,sentiment
nvxion foodpanda got nearby teh tarik hahaha,1
"ZomatoIN I am really disappointed by the services provided by you, The restaurants provide bad quality food, charg",0
VKumarEsq sahejAB ZomatoGold ZomatoIN zomatocare,2
"Taparia SOSImaginingIndia,nayyardhiraj,NITIAayog,MilanV,CarnegieEndow,CarnegieSAsia,SushilModi,",2
ZomatoIN Zomato Worst service ever,0
Zomato Improve your customer service instead of these marketing,1
"sasmitapradhan ZomatoIN Zomato Hey Aditi, we are sad to hear thatKindly DM us your contact number so that we",0
"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",1
Dissatisfied Zomato Order id Alert Alert Alertleave zomato start swiggy At least you can have food,1
"zomatocare ZomatoIN Zomato Issue is solved from your side, thank you very much Great service",1
zomatoIf you wish to try it Than get ready to regret it,1
Dissatisfied ZomatoIN Order id Alert Alert Alertleave zomato start swiggy At least you can have food,1
mistybasu imAshwinJ CafeCoffeeDay ADITYAB They wont now  Its been a month  Dont pay heed and block th,0
Day time intern night time foodpanda life starts today,2
Lovely Get Dessert at Rupees  in FOODPANDA   How to order  The crave pa  via YouTube,1
zomatocare Zomato worst food delivered to me Ur chat team says replacement bt its already too late i want refund,0
zomatocare Zomato Sorted,2
zomatocare ZomatoIN zomatocare The most terrible experience ever Mr Shivam said he is arranging a meal and til,0
"Sahil Zomato SwiggyCares Hey Sahil, apologies for the messWe are getting this checked and well reach out to you ASAPAM",1
If this kind of behaviour will get remains same wd ur regular customer then nobody will order food from u guys in f,1
ZomatoIN Its better to go and have food outside rather than having Zomato it would be worth your while,1
zomatocare Zomato After  hour got cold food  Ordered for butter roti got plain roti  pics attached,2
"ZomatoIN Zomato Stop playing with the customers Zomato zomatocare , For reference order id",0
askarvind zomatocare Zomato ZomatoIN deepigoyal Call me,2
Resolve my issue Refund me mh hard earned money back Becoz we already  bought food from other restaurant near o,1
Yemeime maceralarm takip et Zomato aracl ile,2
Sahil Resolve my issue Refund me mh hard earned money back Becoz we already  bought food from other restaurant near our ho,1
zomatocare Zomato Not sure where zomato twitter handler hiding,0
Sahil If this kind of behaviour will get remains same wd ur regular customer then nobody will order food from u guys in future,1
zomatocare Zomato,2
One hour late and three drunk idiots turn up to deliver an order They take the money and leave on their scooter wi,0
foodpandaIndia   My friend placed an order of veg chilli cheese  crispy veg from foodpanda and paid via phone pe,1
Swiggy  Get  discount using ICICI Credit Cards  Min    Max disc    Valid twice till th Sep U,1
"Home delivery through Zomato soon Find this restaurant on Zomato  Aamantran, Basant Nagar",2
zomatocare Zomato SwiggyCares Whts going on Will u resolve my issue or should i switch to SwiggyCares,1
"ZomatoIN Zomato zomatocare hi, where is my orderAnd can you turn on your customer care for some time I am try",1
"penwomanDC Zomato Hey Debjani, that sounds real terribleKindly share your order details and we shall get this checked ASAPAM",1
"vaijenathbira ZomatoIN Zomato Hi Vaijenath, we are here to help you out We have your details and well reach out to you ASAPAM",1
"Singh swiggy Worst experience Ordered ice cream, waited for an hour and delivery guy calls up to only inform that he cant deli",0
SwiggyCares this thiss nonsense swiggy im very angry,0
SwiggyCares for no reason swiggy charged me canation fee  for my order worth,0
Zomato ZomatoIN hey guys such a pathetic service Its been  hours since I ordered the food and still neither th,0
zomatocare Zomato I had a chat with the support team but this is crime waiting to happen Please take action agai,0
"riashining Zomato ZomatoIN Hey Ria, sorry to ruin your Sunday dinnerWe are getting this checked and well reach out to you ASAPAM",0
"Enjoy your dinner at Ananda BhavanTodays SpecialSetDosaVadaCurryKhichdiVisit us  Lake Terrace Tower, Cl",1
"uaeanandabhavan Enjoy your dinner at Ananda BhavanTodays SpecialSetDosaVadaCurryKhichdiVisit us  Lake Terrace Tower, Clust",1
Sahil zomatocare Zomato worst food delivered to me Ur chat team says replacement bt its already too late i want refund U g,0
Sahil zomatocare Zomato SwiggyCares Whts going on Will u resolve my issue or should i switch to SwiggyCares foodpandaIn,1
zomatocare Zomato ZomatoIN Zomato chat hasnt responded since  mins now,2
"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",1
zomatocare Zomato ZomatoIN ZomatoIN Zomato zomatocare,2
zomatocare Zomato I live alone and this poses a personal security risk for all your customers like me The delive,1
why foodpanda is serving meals to soldierw who are killing indian soldiers,0
zomatocare ZomatoIN Zomato How much time I am waiting,2
Amazondeals Swiggy  Get  discount using ICICI Credit Cards  Min    Max disc    Valid twice till th Sep Use C,1
penwomanDC One hour late and three drunk idiots turn up to deliver an order They take the money and leave on their scooter without b,0
"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",1
SwiggyCares BIGGGGHeart swiggy u people charged me  cancellation feeethis is ridiculouswhen ur websi,0
"ZomatoIN zomatocare If zomato cannot solve their rider partners issues, then how can they will solve their Cx issuesdisappointed",0
RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,2
Dear Swiggy What is the delivery guy doing in midsea I rechecked didnt order any fish  Mumbai,1
Just used some Python to know my spending habits in Swiggy I made  orders through the past two years with Kola b,2
,2
tweeksaword DM addresswill swiggy,2
"anuj mumbaitraffic Anuj you have not tagged the rite people, u have mentioned the name n no of the delivery b",0
SwiggyCaresHii I have order food from swiggy I have received the order after  minutes before it is showing me t,2
superchitudu Nadhi idea kadhu kani vadu chala helpful avuthunnadu chala vaatillo andhuku cheppa indhaka foodpanda,1
Techglares Foodpanda Offer  Flat  Off Upto RsCode  SAVEPls  and Share,1
nandanreddyNeed to Join Partner on Swiggy Platform Ramani Reddy,1
kaminapun swiggy gulab jamun wala ad bada sahee hai,2
swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,1
Now Twitter handles are also not replying Great service swiggy SwiggyCares swiggyin,0
"burgersingh zomato Have a look at this review of Burger King, Connaught Place on Zomato",2
"Have a look at this review of McDonalds, Fort, Mumbai on Zomato",2
zomatocare Zomato ZomatoIN yet no issue is resolved  nd no call nd reply came yet  SwiggyCares swiggyin  nd,0
Zomato Acquires Bengaluru Startup TongueStun to Tap Into the Corporate Cafeteria Sector,2
"burgerking zomato worstexperience  Have a look at this review of Burger King, Connaught Place on Zomato",2
"Zomato u people urslf claim of delivering the order without the consent of the cnsumer,we r unawre of the order bt u claim it to be fulfild",0
Zomato what service u provideur delivery boys instead of delivering the order has switched off his cellnow what u want us to rate u,1
penwomanDC Zomato Zomato should give proper training to their delivery boy Then only they should assigned them,2
"NJKTiwari Zomato ZomatoIN  hours, I meant  long hours amp cold food though",2
ivikasbharti Zomato Hey Vikas Thats really unacceptable Please share the order number so that we can have this checked  MrD,1
foodpandaIndia FoodPanda  order noYQSSJ I asked  this  b deliverd m away from the delivery addressI re,2
ZomatoIN I have been waiting for  minutes for a response on the Zomato Chat  help My order is delayed by  mins,1
anuj Today while I eagerly waited for my order from foodpandaorder codeamlki pathetic behavior from delivery boy Ranjit Ka,0
"Have a look at this review of McDonalds, Fort, Mumbai on Zomato",2
zomatocare Zomato Order no Restaurant mahesh mansarovarDelivery boy cell,0
"Have a look at this review of Think Juice , Lower Parel, Mumbai on Zomato",0
DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,2
avinashgoldy Zomato Specially for the evening deliveries I agree on the training part All other delivery apps i,1
Repeatedly disillusioned with Swiggy Going to walk to a restaurant or cook my own food So much nicer actually,1
"Heres my review of Barbecoa, D and N Enterprises, Marathahalli on Zomato",2
ivikasbharti Zomato Thanks for the details getting this checked and reaching out MrD,1
KoheeiOkubo OYO RoomsM LabsM,2
Sahil zomatocare Zomato ZomatoIN yet no issue is resolved  nd no call nd reply came yet  SwiggyCares swiggyin  nd foo,0
"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",1
"Zomato ZomatoIN pathetic App During purchase of Zomato gold, after typing first  letters of the promo code, acc",0
"Have a look at this review of Young Chilli, Vashi on Zomato",2
"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",1
"RajevPaul Dear ZomatoIN Zomato Life is more important than TomatoA  minute delay is better than running on footpath, you must",1
If they break law then MumbaiPolice need  b stern against such ppl as they cant break d law amp keep doing it in d,2
Just saw a Guy on KTM  delivering Swiggy Kaafi aacha laga usko Dekh KarKi EMI par sabki khushiya Puri Hoti hai,2
"Have a look at this review of Origami Japanese and Korean Restaurant, Powai on Zomato",2
Hopping some assist from your end But didnt get any,2
I tried calling your customer service helpline but I guess everyone is having there sundays I should have just ord,2
ZomatoIN Focus on money rather than customer Trick of Zomato loved it,1
DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,2
"SwiggyCares Can you be more real time  Swiggy took my order, but delivery guy called me up and said restaurant is",2
Zomato You dont have any of your employees honest In Indore delivery boys of zomato play a very good amp planned g,1
ZomatoIN,2
SwiggyCares If he is busy why should we have to wait as it was no fault from our endIn the end the support guy,0
"Hey, join Zomato Gold and get  on food or  on drinks Also get a  OFF using my referral code SHAN here",1
DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,2
mayankbhatt SwiggyCares If he is busy why should we have to wait as it was no fault from our endIn the end the support guy name,0
"guwahaticity Wishing Swiggy was around when I amp my bro operated Clay Oven from Ganeshguri, delivery nightmares then Good luck swiggy",1
HarryWadhwa Zomato Hey Harry Kindly share the concerned order number so that we could get this checked and reach out to you ASAP MrD,1
SwiggyCares swiggy,2
Techglares Foodpanda Offer  Flat  Off Upto RsCode  SAVEPls  and Share,1
