,text,sentiment
318,foodpanda,Neutral
319,anuj mumbaitraffic Foodpanda is a big fraudI have my own experienceswiggy far better,Positive
320,zomatocare Zomato ZomatoIN Im still waiting,Neutral
321,"AjayRanjan Zomato Hi Ajay, we are here to sort this out for youKindly share your order details and we shall",Positive
322,shivi McDonalds MCD Swiggy mcdonaldsindia Order no I was so grossed out today to see cockroach in my foodIt wa,Negative
323,Follow my food journey on Zomato,Neutral
324,zomatocare Zomato,Neutral
325,"Bentar lg buka di aeon bsd, wajib cobain nih Check out Zenbu on Zomato",Neutral
326,"bhash foodpandaIndia Olacabs Hi bhash I ordered food from foodpanda after receiving your mail, the restaurant h",Neutral
327,"I reviewed Spukies  The Veg Sigree, Goregaon East and rated it  on Zomato LoveFood",Neutral
328,They are like that only maam,Positive
329,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
330,zomatocare Zomato First order was misplaced by zomato rider and second is getting delayed,Negative
331,"mhirk In my opinion, one of the underrated facts of Info Edges investee companies is their ability to gener",Positive
332,foodpandaIndia Dont start the promotions which u cant handle or your restaurants wasteoftime foodpanda foodservice,Neutral
333,anuj Today while I eagerly waited for my order from foodpandaorder codeamlki pathetic behavior from delivery boy Ranjit Ka,Negative
334,"dashah I reviewed Spukies  The Veg Sigree, Goregaon East and rated it  on Zomato LoveFood",Neutral
335,DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,Neutral
336,foodpandaIndia  do you really cares about customer I cannot even think of ordering from Foodpanda again in my lif,Positive
337,JokinglyYours wife aaj khana bahar order kareme zomato try karwife Zomato bahut sare animals hote hainme wife,Neutral
338,Zomato,Neutral
339,This how zomato made you stupid well done Zomato zomatocare ZomatoIN  ab yese to tum logo ko chodunga nhi,Negative
340,Worst service by swiggy Delay in delivery No customer support SwiggyCares,Negative
341,"swabtraj Hey Sumit, As this was a Swiggy order, Ive notified Swiggy about the refund I will not be able to confi",Neutral
342,"zomatocare Zomato On chat with customer care for last  min , to get food delivery",Positive
343,zomatocare Zomato But no help,Positive
344,"Zomato zomatocare  Please stop cheating customers, order id",Negative
345,syahredzan KPDNKK Dont think so actually the price before and during tax holiday was cheaper I noticed yesterday,Positive
346,MeowMee Eesari zomato open chess order ivvu TL kinext time TL kuda open cheskuntadu,Neutral
347,"Rohit Zomato Hi Rohit, apologies for the hassleWe are getting this checked and well reach out to you ASAPAM",Positive
348,Dim sum Sunday Montreal dimsum montrealfood food foodie foodporn foodgasm enroutemag foodlover foodpics,Neutral
349,kandhariajay Advertising done right Zomato,Neutral
350,"swiggyin Patan,jamnagar ma swiggy chalu nathi pacha ke che swiggy install karo pela service to provide karo city ma swiggyin",Neutral
351,SebBlog Dim sum Sunday Montreal dimsum montrealfood food foodie foodporn foodgasm enroutemag foodlover foodpics foodblogge,Neutral
352,"zomato ZomatoIN same outlet, same menu, same items but different rates on direct order and online order Please e",Positive
353,swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,Positive
354,foodpanda promised  minutes Ordered at  pm Now  order not delivered n no response from support tea,Positive
355,nvxion foodpanda got nearby teh tarik hahaha,Positive
356,"ZomatoIN I am really disappointed by the services provided by you, The restaurants provide bad quality food, charg",Negative
357,VKumarEsq sahejAB ZomatoGold ZomatoIN zomatocare,Neutral
358,"Taparia SOSImaginingIndia,nayyardhiraj,NITIAayog,MilanV,CarnegieEndow,CarnegieSAsia,SushilModi,",Neutral
359,ZomatoIN Zomato Worst service ever,Negative
360,Zomato Improve your customer service instead of these marketing,Positive
361,"sasmitapradhan ZomatoIN Zomato Hey Aditi, we are sad to hear thatKindly DM us your contact number so that we",Negative
362,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
363,Dissatisfied Zomato Order id Alert Alert Alertleave zomato start swiggy At least you can have food,Positive
364,"zomatocare ZomatoIN Zomato Issue is solved from your side, thank you very much Great service",Positive
365,zomatoIf you wish to try it Than get ready to regret it,Positive
366,Dissatisfied ZomatoIN Order id Alert Alert Alertleave zomato start swiggy At least you can have food,Positive
367,mistybasu imAshwinJ CafeCoffeeDay ADITYAB They wont now  Its been a month  Dont pay heed and block th,Negative
368,Day time intern night time foodpanda life starts today,Neutral
369,Lovely Get Dessert at Rupees  in FOODPANDA   How to order  The crave pa  via YouTube,Positive
370,zomatocare Zomato worst food delivered to me Ur chat team says replacement bt its already too late i want refund,Negative
371,zomatocare Zomato Sorted,Neutral
372,zomatocare ZomatoIN zomatocare The most terrible experience ever Mr Shivam said he is arranging a meal and til,Negative
373,"Sahil Zomato SwiggyCares Hey Sahil, apologies for the messWe are getting this checked and well reach out to you ASAPAM",Positive
374,If this kind of behaviour will get remains same wd ur regular customer then nobody will order food from u guys in f,Positive
375,ZomatoIN Its better to go and have food outside rather than having Zomato it would be worth your while,Positive
376,zomatocare Zomato After  hour got cold food  Ordered for butter roti got plain roti  pics attached,Neutral
377,"ZomatoIN Zomato Stop playing with the customers Zomato zomatocare , For reference order id",Negative
378,askarvind zomatocare Zomato ZomatoIN deepigoyal Call me,Neutral
379,Resolve my issue Refund me mh hard earned money back Becoz we already  bought food from other restaurant near o,Positive
380,Yemeime maceralarm takip et Zomato aracl ile,Neutral
381,Sahil Resolve my issue Refund me mh hard earned money back Becoz we already  bought food from other restaurant near our ho,Positive
382,zomatocare Zomato Not sure where zomato twitter handler hiding,Negative
383,Sahil If this kind of behaviour will get remains same wd ur regular customer then nobody will order food from u guys in future,Positive
384,zomatocare Zomato,Neutral
385,One hour late and three drunk idiots turn up to deliver an order They take the money and leave on their scooter wi,Negative
386,foodpandaIndia   My friend placed an order of veg chilli cheese  crispy veg from foodpanda and paid via phone pe,Positive
387,Swiggy  Get  discount using ICICI Credit Cards  Min    Max disc    Valid twice till th Sep U,Positive
388,"Home delivery through Zomato soon Find this restaurant on Zomato  Aamantran, Basant Nagar",Neutral
389,zomatocare Zomato SwiggyCares Whts going on Will u resolve my issue or should i switch to SwiggyCares,Positive
390,"ZomatoIN Zomato zomatocare hi, where is my orderAnd can you turn on your customer care for some time I am try",Positive
391,"penwomanDC Zomato Hey Debjani, that sounds real terribleKindly share your order details and we shall get this checked ASAPAM",Positive
392,"vaijenathbira ZomatoIN Zomato Hi Vaijenath, we are here to help you out We have your details and well reach out to you ASAPAM",Positive
393,"Singh swiggy Worst experience Ordered ice cream, waited for an hour and delivery guy calls up to only inform that he cant deli",Negative
394,SwiggyCares this thiss nonsense swiggy im very angry,Negative
395,SwiggyCares for no reason swiggy charged me canation fee  for my order worth,Negative
396,Zomato ZomatoIN hey guys such a pathetic service Its been  hours since I ordered the food and still neither th,Negative
397,zomatocare Zomato I had a chat with the support team but this is crime waiting to happen Please take action agai,Negative
398,"riashining Zomato ZomatoIN Hey Ria, sorry to ruin your Sunday dinnerWe are getting this checked and well reach out to you ASAPAM",Negative
399,"Enjoy your dinner at Ananda BhavanTodays SpecialSetDosaVadaCurryKhichdiVisit us  Lake Terrace Tower, Cl",Positive
400,"uaeanandabhavan Enjoy your dinner at Ananda BhavanTodays SpecialSetDosaVadaCurryKhichdiVisit us  Lake Terrace Tower, Clust",Positive
401,Sahil zomatocare Zomato worst food delivered to me Ur chat team says replacement bt its already too late i want refund U g,Negative
402,Sahil zomatocare Zomato SwiggyCares Whts going on Will u resolve my issue or should i switch to SwiggyCares foodpandaIn,Positive
403,zomatocare Zomato ZomatoIN Zomato chat hasnt responded since  mins now,Neutral
404,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
405,zomatocare Zomato ZomatoIN ZomatoIN Zomato zomatocare,Neutral
406,zomatocare Zomato I live alone and this poses a personal security risk for all your customers like me The delive,Positive
407,why foodpanda is serving meals to soldierw who are killing indian soldiers,Negative
408,zomatocare ZomatoIN Zomato How much time I am waiting,Neutral
409,Amazondeals Swiggy  Get  discount using ICICI Credit Cards  Min    Max disc    Valid twice till th Sep Use C,Positive
410,penwomanDC One hour late and three drunk idiots turn up to deliver an order They take the money and leave on their scooter without b,Negative
411,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
412,SwiggyCares BIGGGGHeart swiggy u people charged me  cancellation feeethis is ridiculouswhen ur websi,Negative
413,"ZomatoIN zomatocare If zomato cannot solve their rider partners issues, then how can they will solve their Cx issuesdisappointed",Negative
414,RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,Neutral
415,Dear Swiggy What is the delivery guy doing in midsea I rechecked didnt order any fish  Mumbai,Positive
416,Just used some Python to know my spending habits in Swiggy I made  orders through the past two years with Kola b,Neutral
417,,Neutral
418,tweeksaword DM addresswill swiggy,Neutral
419,"anuj mumbaitraffic Anuj you have not tagged the rite people, u have mentioned the name n no of the delivery b",Negative
420,SwiggyCaresHii I have order food from swiggy I have received the order after  minutes before it is showing me t,Neutral
421,superchitudu Nadhi idea kadhu kani vadu chala helpful avuthunnadu chala vaatillo andhuku cheppa indhaka foodpanda,Positive
422,Techglares Foodpanda Offer  Flat  Off Upto RsCode  SAVEPls  and Share,Positive
423,nandanreddyNeed to Join Partner on Swiggy Platform Ramani Reddy,Positive
424,kaminapun swiggy gulab jamun wala ad bada sahee hai,Neutral
425,swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,Positive
426,Now Twitter handles are also not replying Great service swiggy SwiggyCares swiggyin,Negative
427,"burgersingh zomato Have a look at this review of Burger King, Connaught Place on Zomato",Neutral
428,"Have a look at this review of McDonalds, Fort, Mumbai on Zomato",Neutral
